Produto,Estoque,Vendidos,Data_de_vendas,Vendedor,cidade,latitude,longitude,Preco_kg,Faturamento,Não_vendidos
Cana-de-açúcar,39,39,2026-02-25,Fernanda,Recife,-8.04756,-34.877,1.28,49.92,49.92
Arroz,401,408,2026-02-26,Carlos,Salvador,-12.971399,-38.501305,1.56,636.48,625.5600000000001
Algodão,572,117,2026-02-27,Pedro,Belo Horizonte,-19.924502,-43.935237,17.68,2068.56,10112.96
Milho,306,27,2026-02-28,Maria,Belo Horizonte,-19.924502,-43.935237,1.09,29.430000000000003,333.54
Milho,495,166,2026-03-01,João,São Paulo,-23.55052,-46.633308,1.09,180.94000000000003,539.5500000000001
Algodão,99,394,2026-03-02,Pedro,São Paulo,-23.55052,-46.633308,17.68,6965.92,1750.32
Trigo,978,265,2026-03-03,Fernanda,Manaus,-3.10194,-60.025,1.42,376.3,1388.76
Trigo,586,464,2026-03-04,João,Curitiba,-25.428954,-49.267137,1.42,658.88,832.12
Café,308,96,2026-03-05,Carlos,Manaus,-3.10194,-60.025,38.57,3702.72,11879.56
Milho,65,65,2026-03-06,Desconhecido,Rio de Janeiro,-22.906847,-43.172896,1.09,70.85000000000001,70.85000000000001
Trigo,208,229,2026-03-07,João,Curitiba,-25.428954,-49.267137,1.42,325.18,295.36
Arroz,263,263,2026-03-08,Fernanda,São Paulo,-23.55052,-46.633308,1.56,410.28,410.28
Café,592,47,2026-03-09,Ricardo,Manaus,-3.10194,-60.025,38.57,1812.79,22833.44
Arroz,517,234,2026-03-10,Ricardo,Rio de Janeiro,-22.906847,-43.172896,1.56,365.04,806.52
Arroz,454,359,2026-03-11,Desconhecido,Salvador,-12.971399,-38.501305,1.56,560.04,708.24
Milho,114,383,2026-03-12,Carlos,Belo Horizonte,-19.924502,-43.935237,1.09,417.47,124.26
Trigo,760,219,2026-03-13,Fernanda,Manaus,-3.10194,-60.025,1.42,310.98,1079.2
Algodão,90,193,2026-03-14,Ricardo,Curitiba,-25.428954,-49.267137,17.68,3412.24,1591.2
Milho,248,241,2026-03-15,Maria,Fortaleza,-3.71722,-38.5434,1.09,262.69,270.32
Arroz,217,159,2026-03-16,Fernanda,Brasília,-15.794229,-47.882166,1.56,248.04,338.52000000000004
Milho,895,128,2026-03-17,Ana,Brasília,-15.794229,-47.882166,1.09,139.52,975.55
Soja,316,75,2026-03-18,Ana,São Paulo,-23.55052,-46.633308,2.33,174.75,736.28
Cana-de-açúcar,657,42,2026-03-19,Patrícia,Fortaleza,-3.71722,-38.5434,1.28,53.76,840.96
Algodão,780,417,2026-03-20,Carlos,Fortaleza,-3.71722,-38.5434,17.68,7372.559999999999,13790.4
Algodão,129,129,2026-03-21,Patrícia,Recife,-8.04756,-34.877,17.68,2280.72,2280.72
Trigo,680,324,2026-03-22,Maria,São Paulo,-23.55052,-46.633308,1.42,460.08,965.6
Cana-de-açúcar,357,358,2026-03-23,Ricardo,Porto Alegre,-30.034647,-51.217658,1.28,458.24,456.96
Trigo,35,76,2026-03-24,Pedro,Brasília,-15.794229,-47.882166,1.42,107.92,49.7
Algodão,915,14,2026-03-25,Carlos,São Paulo,-23.55052,-46.633308,17.68,247.52,16177.2
Cana-de-açúcar,622,275,2026-03-26,Desconhecido,São Paulo,-23.55052,-46.633308,1.28,352.0,796.16
Cana-de-açúcar,527,425,2026-03-27,Pedro,Manaus,-3.10194,-60.025,1.28,544.0,674.5600000000001
Milho,754,106,2026-03-28,Desconhecido,Recife,-8.04756,-34.877,1.09,115.54,821.86
Trigo,235,31,2026-03-29,Maria,Fortaleza,-3.71722,-38.5434,1.42,44.02,333.7
Milho,862,114,2026-03-30,Carlos,Manaus,-3.10194,-60.025,1.09,124.26,939.58
Algodão,378,58,2026-03-31,Maria,Salvador,-12.971399,-38.501305,17.68,1025.44,6683.04
Cana-de-açúcar,331,264,2026-04-01,João,Salvador,-12.971399,-38.501305,1.28,337.92,423.68
Milho,693,210,2026-04-02,João,Belo Horizonte,-19.924502,-43.935237,1.09,228.9,755.37
Cana-de-açúcar,780,321,2026-04-03,Ana,Fortaleza,-3.71722,-38.5434,1.28,410.88,998.4
Cana-de-açúcar,404,457,2026-04-04,João,Porto Alegre,-30.034647,-51.217658,1.28,584.96,517.12
Cana-de-açúcar,686,148,2026-04-05,João,Manaus,-3.10194,-60.025,1.28,189.44,878.08
Cana-de-açúcar,143,21,2026-04-06,Ricardo,Porto Alegre,-30.034647,-51.217658,1.28,26.88,183.04
Café,158,284,2026-04-07,Maria,Belo Horizonte,-19.924502,-43.935237,38.57,10953.88,6094.06
Milho,262,403,2026-04-08,Ana,Rio de Janeiro,-22.906847,-43.172896,1.09,439.27,285.58000000000004
Soja,792,375,2026-04-09,João,São Paulo,-23.55052,-46.633308,2.33,873.75,1845.36
Milho,379,132,2026-04-10,Ana,Brasília,-15.794229,-47.882166,1.09,143.88000000000002,413.11
Cana-de-açúcar,331,28,2026-04-11,Maria,Rio de Janeiro,-22.906847,-43.172896,1.28,35.84,423.68
Milho,139,308,2026-04-12,Ana,São Paulo,-23.55052,-46.633308,1.09,335.72,151.51000000000002
Soja,756,282,2026-04-13,Maria,Brasília,-15.794229,-47.882166,2.33,657.0600000000001,1761.48
Algodão,164,29,2026-04-14,Patrícia,Brasília,-15.794229,-47.882166,17.68,512.72,2899.52
Soja,336,226,2026-04-15,Maria,Fortaleza,-3.71722,-38.5434,2.33,526.58,782.88
Algodão,376,234,2026-04-16,Ricardo,Manaus,-3.10194,-60.025,17.68,4137.12,6647.68
Trigo,323,323,2026-04-17,João,Fortaleza,-3.71722,-38.5434,1.42,458.66,458.66
Cana-de-açúcar,365,258,2026-04-18,Maria,Salvador,-12.971399,-38.501305,1.28,330.24,467.2
Arroz,132,77,2026-04-19,Ricardo,Brasília,-15.794229,-47.882166,1.56,120.12,205.92
Cana-de-açúcar,78,75,2026-04-20,Maria,Porto Alegre,-30.034647,-51.217658,1.28,96.0,99.84
Arroz,262,258,2026-04-21,Maria,Curitiba,-25.428954,-49.267137,1.56,402.48,408.72
Trigo,276,220,2026-04-22,Maria,São Paulo,-23.55052,-46.633308,1.42,312.4,391.92
Algodão,115,115,2026-04-23,Fernanda,Salvador,-12.971399,-38.501305,17.68,2033.2,2033.2
Trigo,60,189,2026-04-24,Carlos,Curitiba,-25.428954,-49.267137,1.42,268.38,85.19999999999999
Milho,767,156,2026-04-25,João,Curitiba,-25.428954,-49.267137,1.09,170.04000000000002,836.0300000000001
Algodão,323,323,2026-04-26,Maria,Recife,-8.04756,-34.877,17.68,5710.64,5710.64
Trigo,386,327,2026-04-27,Ricardo,Fortaleza,-3.71722,-38.5434,1.42,464.34,548.12
Soja,318,318,2026-04-28,Ricardo,Rio de Janeiro,-22.906847,-43.172896,2.33,740.94,740.94
Arroz,455,289,2026-04-29,João,Porto Alegre,-30.034647,-51.217658,1.56,450.84,709.8000000000001
Algodão,371,371,2026-04-30,Ricardo,Manaus,-3.10194,-60.025,17.68,6559.28,6559.28
Soja,514,54,2026-05-01,Carlos,Porto Alegre,-30.034647,-51.217658,2.33,125.82,1197.62
Milho,748,285,2026-05-02,Ricardo,Porto Alegre,-30.034647,-51.217658,1.09,310.65000000000003,815.32
Cana-de-açúcar,784,31,2026-05-03,Desconhecido,São Paulo,-23.55052,-46.633308,1.28,39.68,1003.52
Algodão,400,400,2026-05-04,Carlos,Curitiba,-25.428954,-49.267137,17.68,7072.0,7072.0
Arroz,803,803,2026-05-05,Desconhecido,Rio de Janeiro,-22.906847,-43.172896,1.56,1252.68,1252.68
Soja,879,147,2026-05-06,Maria,São Paulo,-23.55052,-46.633308,2.33,342.51,2048.07
Café,88,347,2026-05-07,Maria,São Paulo,-23.55052,-46.633308,38.57,13383.79,3394.16
Algodão,319,118,2026-05-08,Fernanda,Brasília,-15.794229,-47.882166,17.68,2086.24,5639.92
Trigo,111,209,2026-05-09,Pedro,Porto Alegre,-30.034647,-51.217658,1.42,296.78,157.62
Trigo,367,367,2026-05-10,Desconhecido,Fortaleza,-3.71722,-38.5434,1.42,521.14,521.14
Soja,846,387,2026-05-11,Ricardo,Curitiba,-25.428954,-49.267137,2.33,901.71,1971.18
Cana-de-açúcar,200,200,2026-05-12,Patrícia,Belo Horizonte,-19.924502,-43.935237,1.28,256.0,256.0
Cana-de-açúcar,128,128,2026-05-13,João,Salvador,-12.971399,-38.501305,1.28,163.84,163.84
Arroz,928,406,2026-05-14,Fernanda,Recife,-8.04756,-34.877,1.56,633.36,1447.68
Arroz,580,458,2026-05-15,Maria,Rio de Janeiro,-22.906847,-43.172896,1.56,714.48,904.8
Café,103,389,2026-05-16,João,Fortaleza,-3.71722,-38.5434,38.57,15003.73,3972.71
Cana-de-açúcar,205,249,2026-05-17,João,Rio de Janeiro,-22.906847,-43.172896,1.28,318.72,262.4
Algodão,434,435,2026-05-18,Maria,Recife,-8.04756,-34.877,17.68,7690.8,7673.12
Algodão,20,42,2026-05-19,Desconhecido,Curitiba,-25.428954,-49.267137,17.68,742.56,353.6
Algodão,196,448,2026-05-20,Fernanda,Belo Horizonte,-19.924502,-43.935237,17.68,7920.639999999999,3465.28
Algodão,517,208,2026-05-21,João,Brasília,-15.794229,-47.882166,17.68,3677.44,9140.56
Algodão,242,16,2026-05-22,Maria,Curitiba,-25.428954,-49.267137,17.68,282.88,4278.56
Algodão,230,108,2026-05-23,Ricardo,Fortaleza,-3.71722,-38.5434,17.68,1909.44,4066.4
Arroz,235,385,2026-05-24,Patrícia,São Paulo,-23.55052,-46.633308,1.56,600.6,366.6
Café,26,435,2026-05-25,Fernanda,São Paulo,-23.55052,-46.633308,38.57,16777.95,1002.82
Trigo,89,334,2026-05-26,Maria,Porto Alegre,-30.034647,-51.217658,1.42,474.28,126.38
Milho,934,320,2026-05-27,Maria,Rio de Janeiro,-22.906847,-43.172896,1.09,348.8,1018.06
Soja,600,449,2026-05-28,João,Rio de Janeiro,-22.906847,-43.172896,2.33,1046.17,1398.0
Café,379,69,2026-05-29,Maria,Curitiba,-25.428954,-49.267137,38.57,2661.33,14618.03
Cana-de-açúcar,638,1,2026-05-30,Pedro,Brasília,-15.794229,-47.882166,1.28,1.28,816.64
Soja,437,313,2026-05-31,Carlos,Rio de Janeiro,-22.906847,-43.172896,2.33,729.2900000000001,1018.21
Trigo,281,394,2026-06-01,Ana,Salvador,-12.971399,-38.501305,1.42,559.48,399.02
Trigo,52,235,2026-06-02,Patrícia,Porto Alegre,-30.034647,-51.217658,1.42,333.7,73.84
Algodão,45,425,2026-06-03,Pedro,Recife,-8.04756,-34.877,17.68,7514.0,795.6
Cana-de-açúcar,214,231,2026-06-04,João,Recife,-8.04756,-34.877,1.28,295.68,273.92
Arroz,345,345,2026-06-05,Desconhecido,Recife,-8.04756,-34.877,1.56,538.2,538.2
Milho,855,272,2026-06-06,Ricardo,Fortaleza,-3.71722,-38.5434,1.09,296.48,931.95
Soja,724,248,2026-06-07,Fernanda,Salvador,-12.971399,-38.501305,2.33,577.84,1686.92
Milho,496,70,2026-06-08,Fernanda,Curitiba,-25.428954,-49.267137,1.09,76.30000000000001,540.64
Trigo,180,180,2026-06-09,Desconhecido,São Paulo,-23.55052,-46.633308,1.42,255.6,255.6
Cana-de-açúcar,726,401,2026-06-10,João,Fortaleza,-3.71722,-38.5434,1.28,513.28,929.28
Arroz,769,40,2026-06-11,Ana,Rio de Janeiro,-22.906847,-43.172896,1.56,62.400000000000006,1199.64
Café,845,361,2026-06-12,Ricardo,Fortaleza,-3.71722,-38.5434,38.57,13923.77,32591.65
Algodão,894,894,2026-06-13,Pedro,Fortaleza,-3.71722,-38.5434,17.68,15805.92,15805.92
Soja,872,367,2026-06-14,Ricardo,Belo Horizonte,-19.924502,-43.935237,2.33,855.11,2031.76
Milho,89,165,2026-06-15,Patrícia,Recife,-8.04756,-34.877,1.09,179.85000000000002,97.01
Algodão,633,306,2026-06-16,Carlos,Curitiba,-25.428954,-49.267137,17.68,5410.08,11191.44
Trigo,337,238,2026-06-17,Maria,Manaus,-3.10194,-60.025,1.42,337.96,478.54
Cana-de-açúcar,98,275,2026-06-18,João,Fortaleza,-3.71722,-38.5434,1.28,352.0,125.44
Cana-de-açúcar,801,83,2026-06-19,Fernanda,Salvador,-12.971399,-38.501305,1.28,106.24,1025.28
Arroz,347,26,2026-06-20,Ricardo,Salvador,-12.971399,-38.501305,1.56,40.56,541.32
Soja,873,12,2026-06-21,Desconhecido,Fortaleza,-3.71722,-38.5434,2.33,27.96,2034.09
Cana-de-açúcar,451,10,2026-06-22,João,Belo Horizonte,-19.924502,-43.935237,1.28,12.8,577.28
Trigo,909,909,2026-06-23,Patrícia,Brasília,-15.794229,-47.882166,1.42,1290.78,1290.78
Trigo,653,38,2026-06-24,Desconhecido,Manaus,-3.10194,-60.025,1.42,53.96,927.26
Arroz,722,239,2026-06-25,Pedro,São Paulo,-23.55052,-46.633308,1.56,372.84,1126.32
Trigo,504,229,2026-06-26,Fernanda,Belo Horizonte,-19.924502,-43.935237,1.42,325.18,715.68
Cana-de-açúcar,954,37,2026-06-27,Fernanda,Curitiba,-25.428954,-49.267137,1.28,47.36,1221.12
Trigo,531,378,2026-06-28,Desconhecido,Curitiba,-25.428954,-49.267137,1.42,536.76,754.02
Algodão,162,162,2026-06-29,Pedro,Belo Horizonte,-19.924502,-43.935237,17.68,2864.16,2864.16
Trigo,691,203,2026-06-30,Pedro,Curitiba,-25.428954,-49.267137,1.42,288.26,981.22
Cana-de-açúcar,511,459,2026-07-01,Pedro,Manaus,-3.10194,-60.025,1.28,587.52,654.08
Cana-de-açúcar,305,479,2026-07-02,Pedro,Belo Horizonte,-19.924502,-43.935237,1.28,613.12,390.4
Trigo,215,215,2026-07-03,Fernanda,Rio de Janeiro,-22.906847,-43.172896,1.42,305.3,305.3
Café,589,83,2026-07-04,Fernanda,Salvador,-12.971399,-38.501305,38.57,3201.31,22717.73
Milho,244,216,2026-07-05,Ana,São Paulo,-23.55052,-46.633308,1.09,235.44000000000003,265.96000000000004
Arroz,16,396,2026-07-06,Maria,Porto Alegre,-30.034647,-51.217658,1.56,617.76,24.96
Soja,809,407,2026-07-07,Desconhecido,Fortaleza,-3.71722,-38.5434,2.33,948.31,1884.97
Cana-de-açúcar,89,92,2026-07-08,João,Porto Alegre,-30.034647,-51.217658,1.28,117.76,113.92
Café,976,7,2026-07-09,Ricardo,Fortaleza,-3.71722,-38.5434,38.57,269.99,37644.32
Milho,923,299,2026-07-10,João,Belo Horizonte,-19.924502,-43.935237,1.09,325.91,1006.07
Café,749,24,2026-07-11,Patrícia,Manaus,-3.10194,-60.025,38.57,925.68,28888.93
Cana-de-açúcar,609,264,2026-07-12,Maria,Rio de Janeiro,-22.906847,-43.172896,1.28,337.92,779.52
Cana-de-açúcar,939,299,2026-07-13,Desconhecido,Fortaleza,-3.71722,-38.5434,1.28,382.72,1201.92
Soja,304,350,2026-07-14,Fernanda,Rio de Janeiro,-22.906847,-43.172896,2.33,815.5,708.32
Café,113,9,2026-07-15,Fernanda,Recife,-8.04756,-34.877,38.57,347.13,4358.41
Arroz,858,125,2026-07-16,Pedro,Rio de Janeiro,-22.906847,-43.172896,1.56,195.0,1338.48
Milho,307,320,2026-07-17,Ana,Manaus,-3.10194,-60.025,1.09,348.8,334.63000000000005
Cana-de-açúcar,362,119,2026-07-18,Patrícia,Fortaleza,-3.71722,-38.5434,1.28,152.32,463.36
Algodão,103,103,2026-07-19,Carlos,Brasília,-15.794229,-47.882166,17.68,1821.04,1821.04
Algodão,530,530,2026-07-20,Ana,Recife,-8.04756,-34.877,17.68,9370.4,9370.4
Soja,650,49,2026-07-21,Ricardo,Brasília,-15.794229,-47.882166,2.33,114.17,1514.5
Algodão,678,445,2026-07-22,Carlos,Curitiba,-25.428954,-49.267137,17.68,7867.599999999999,11987.04
Trigo,339,439,2026-07-23,Fernanda,Brasília,-15.794229,-47.882166,1.42,623.38,481.38
Arroz,620,270,2026-07-24,Ricardo,Salvador,-12.971399,-38.501305,1.56,421.2,967.2
Milho,469,469,2026-07-25,Pedro,Brasília,-15.794229,-47.882166,1.09,511.21,511.21
Trigo,952,89,2026-07-26,Patrícia,Brasília,-15.794229,-47.882166,1.42,126.38,1351.84
Café,894,463,2026-07-27,Pedro,Fortaleza,-3.71722,-38.5434,38.57,17857.91,34481.58
Trigo,439,159,2026-07-28,Carlos,Fortaleza,-3.71722,-38.5434,1.42,225.78,623.38
Arroz,255,462,2026-07-29,Carlos,Belo Horizonte,-19.924502,-43.935237,1.56,720.72,397.8
Milho,937,238,2026-07-30,Pedro,Brasília,-15.794229,-47.882166,1.09,259.42,1021.33
Arroz,57,215,2026-07-31,João,Porto Alegre,-30.034647,-51.217658,1.56,335.40000000000003,88.92
Soja,583,113,2026-08-01,João,Recife,-8.04756,-34.877,2.33,263.29,1358.39
Milho,97,332,2026-08-02,Fernanda,Curitiba,-25.428954,-49.267137,1.09,361.88000000000005,105.73
Arroz,688,412,2026-08-03,Fernanda,Curitiba,-25.428954,-49.267137,1.56,642.72,1073.28
Algodão,577,314,2026-08-04,Maria,São Paulo,-23.55052,-46.633308,17.68,5551.52,10201.36
Cana-de-açúcar,133,108,2026-08-05,Maria,Manaus,-3.10194,-60.025,1.28,138.24,170.24
Cana-de-açúcar,610,610,2026-08-06,Carlos,Salvador,-12.971399,-38.501305,1.28,780.8000000000001,780.8000000000001
Café,105,200,2026-08-07,Ana,Fortaleza,-3.71722,-38.5434,38.57,7714.0,4049.85
Milho,494,471,2026-08-08,Pedro,Brasília,-15.794229,-47.882166,1.09,513.39,538.46
Algodão,264,246,2026-08-09,João,Fortaleza,-3.71722,-38.5434,17.68,4349.28,4667.52
Milho,627,338,2026-08-10,Desconhecido,Brasília,-15.794229,-47.882166,1.09,368.42,683.4300000000001
Algodão,729,353,2026-08-11,Desconhecido,Salvador,-12.971399,-38.501305,17.68,6241.04,12888.72
Soja,217,56,2026-08-12,Fernanda,Belo Horizonte,-19.924502,-43.935237,2.33,130.48000000000002,505.61
Arroz,732,106,2026-08-13,Pedro,Fortaleza,-3.71722,-38.5434,1.56,165.36,1141.92
Milho,535,288,2026-08-14,Pedro,Rio de Janeiro,-22.906847,-43.172896,1.09,313.92,583.1500000000001
Trigo,814,302,2026-08-15,Carlos,Brasília,-15.794229,-47.882166,1.42,428.84,1155.88
Algodão,362,499,2026-08-16,Fernanda,Rio de Janeiro,-22.906847,-43.172896,17.68,8822.32,6400.16
Trigo,549,159,2026-08-17,Carlos,Rio de Janeiro,-22.906847,-43.172896,1.42,225.78,779.5799999999999
Soja,607,105,2026-08-18,Patrícia,Belo Horizonte,-19.924502,-43.935237,2.33,244.65,1414.31
Cana-de-açúcar,772,383,2026-08-19,Fernanda,São Paulo,-23.55052,-46.633308,1.28,490.24,988.16
Algodão,934,934,2026-08-20,Patrícia,Brasília,-15.794229,-47.882166,17.68,16513.12,16513.12
Trigo,250,249,2026-08-21,Fernanda,Fortaleza,-3.71722,-38.5434,1.42,353.58,355.0
Cana-de-açúcar,250,250,2026-08-22,Carlos,Curitiba,-25.428954,-49.267137,1.28,320.0,320.0
Café,521,188,2026-08-23,Fernanda,Salvador,-12.971399,-38.501305,38.57,7251.16,20094.97
Arroz,47,237,2026-08-24,Fernanda,Curitiba,-25.428954,-49.267137,1.56,369.72,73.32000000000001
Soja,492,269,2026-08-25,Ricardo,Curitiba,-25.428954,-49.267137,2.33,626.77,1146.36
Soja,66,66,2026-08-26,Maria,Manaus,-3.10194,-60.025,2.33,153.78,153.78
Arroz,322,186,2026-08-27,Pedro,Porto Alegre,-30.034647,-51.217658,1.56,290.16,502.32
Soja,14,379,2026-08-28,Pedro,Fortaleza,-3.71722,-38.5434,2.33,883.07,32.620000000000005
Soja,193,193,2026-08-29,Patrícia,Curitiba,-25.428954,-49.267137,2.33,449.69,449.69
Café,7,476,2026-08-30,Ana,Brasília,-15.794229,-47.882166,38.57,18359.32,269.99
Algodão,924,253,2026-08-31,Ana,Curitiba,-25.428954,-49.267137,17.68,4473.04,16336.32
Café,860,271,2026-09-01,Desconhecido,São Paulo,-23.55052,-46.633308,38.57,10452.47,33170.2
Arroz,746,130,2026-09-02,Fernanda,Curitiba,-25.428954,-49.267137,1.56,202.8,1163.76
Milho,745,481,2026-09-03,Patrícia,Porto Alegre,-30.034647,-51.217658,1.09,524.2900000000001,812.0500000000001
Trigo,248,248,2026-09-04,Carlos,Porto Alegre,-30.034647,-51.217658,1.42,352.16,352.16
Cana-de-açúcar,317,7,2026-09-05,Ricardo,Brasília,-15.794229,-47.882166,1.28,8.96,405.76
Milho,659,184,2026-09-06,Pedro,Recife,-8.04756,-34.877,1.09,200.56,718.3100000000001
Algodão,267,72,2026-09-07,Carlos,Curitiba,-25.428954,-49.267137,17.68,1272.96,4720.56
Cana-de-açúcar,638,128,2026-09-08,Pedro,Belo Horizonte,-19.924502,-43.935237,1.28,163.84,816.64
Soja,292,292,2026-09-09,Maria,São Paulo,-23.55052,-46.633308,2.33,680.36,680.36
Milho,459,76,2026-09-10,Ana,São Paulo,-23.55052,-46.633308,1.09,82.84,500.31000000000006
Milho,407,96,2026-09-11,Desconhecido,Salvador,-12.971399,-38.501305,1.09,104.64,443.63000000000005
Café,116,48,2026-09-12,Ana,Recife,-8.04756,-34.877,38.57,1851.36,4474.12
Arroz,944,76,2026-09-13,Desconhecido,Salvador,-12.971399,-38.501305,1.56,118.56,1472.64
Algodão,871,292,2026-09-14,Fernanda,Recife,-8.04756,-34.877,17.68,5162.56,15399.28
Café,117,188,2026-09-15,Fernanda,Belo Horizonte,-19.924502,-43.935237,38.57,7251.16,4512.69
Trigo,335,335,2026-09-16,Fernanda,Manaus,-3.10194,-60.025,1.42,475.7,475.7
Café,275,275,2026-09-17,Fernanda,Fortaleza,-3.71722,-38.5434,38.57,10606.75,10606.75
Café,371,362,2026-09-18,Fernanda,São Paulo,-23.55052,-46.633308,38.57,13962.34,14309.47
Milho,132,132,2026-09-19,Patrícia,Fortaleza,-3.71722,-38.5434,1.09,143.88000000000002,143.88000000000002
Milho,314,314,2026-09-20,Ricardo,Belo Horizonte,-19.924502,-43.935237,1.09,342.26000000000005,342.26000000000005
Trigo,828,246,2026-09-21,Pedro,Rio de Janeiro,-22.906847,-43.172896,1.42,349.32,1175.76
Milho,918,260,2026-09-22,Ricardo,Belo Horizonte,-19.924502,-43.935237,1.09,283.40000000000003,1000.62
Trigo,97,258,2026-09-23,Ricardo,Fortaleza,-3.71722,-38.5434,1.42,366.36,137.73999999999998
Milho,728,206,2026-09-24,Ana,Rio de Janeiro,-22.906847,-43.172896,1.09,224.54,793.5200000000001
Trigo,565,565,2026-09-25,Patrícia,Curitiba,-25.428954,-49.267137,1.42,802.3,802.3
Soja,223,223,2026-09-26,Ricardo,Porto Alegre,-30.034647,-51.217658,2.33,519.59,519.59
Milho,243,200,2026-09-27,Fernanda,Rio de Janeiro,-22.906847,-43.172896,1.09,218.00000000000003,264.87
Algodão,405,313,2026-09-28,Maria,São Paulo,-23.55052,-46.633308,17.68,5533.84,7160.4
Trigo,11,476,2026-09-29,Carlos,Manaus,-3.10194,-60.025,1.42,675.92,15.62
Arroz,663,336,2026-09-30,João,Porto Alegre,-30.034647,-51.217658,1.56,524.16,1034.28
Trigo,203,152,2026-10-01,Pedro,Manaus,-3.10194,-60.025,1.42,215.84,288.26
Cana-de-açúcar,502,350,2026-10-02,Ricardo,Recife,-8.04756,-34.877,1.28,448.0,642.5600000000001
Algodão,357,146,2026-10-03,Fernanda,Curitiba,-25.428954,-49.267137,17.68,2581.28,6311.76
Milho,659,268,2026-10-04,Pedro,Salvador,-12.971399,-38.501305,1.09,292.12,718.3100000000001
Milho,761,446,2026-10-05,Fernanda,Rio de Janeiro,-22.906847,-43.172896,1.09,486.14,829.49
Soja,63,342,2026-10-06,Carlos,Recife,-8.04756,-34.877,2.33,796.86,146.79
Arroz,197,197,2026-10-07,Fernanda,Rio de Janeiro,-22.906847,-43.172896,1.56,307.32,307.32
Trigo,49,221,2026-10-08,Patrícia,São Paulo,-23.55052,-46.633308,1.42,313.82,69.58
Café,549,362,2026-10-09,Carlos,Curitiba,-25.428954,-49.267137,38.57,13962.34,21174.93
Milho,433,396,2026-10-10,Desconhecido,Rio de Janeiro,-22.906847,-43.172896,1.09,431.64,471.97
Soja,119,180,2026-10-11,Ricardo,Brasília,-15.794229,-47.882166,2.33,419.4,277.27
Trigo,68,107,2026-10-12,Desconhecido,Porto Alegre,-30.034647,-51.217658,1.42,151.94,96.56
Soja,104,104,2026-10-13,Ricardo,São Paulo,-23.55052,-46.633308,2.33,242.32,242.32
Café,799,405,2026-10-14,Patrícia,Salvador,-12.971399,-38.501305,38.57,15620.85,30817.43
Trigo,322,431,2026-10-15,Ricardo,Manaus,-3.10194,-60.025,1.42,612.02,457.24
Algodão,301,121,2026-10-16,Maria,Curitiba,-25.428954,-49.267137,17.68,2139.28,5321.68
Cana-de-açúcar,738,247,2026-10-17,Carlos,Brasília,-15.794229,-47.882166,1.28,316.16,944.64
Soja,309,403,2026-10-18,Carlos,São Paulo,-23.55052,-46.633308,2.33,938.99,719.97
Algodão,835,27,2026-10-19,Carlos,Recife,-8.04756,-34.877,17.68,477.36,14762.8
Café,24,197,2026-10-20,Carlos,São Paulo,-23.55052,-46.633308,38.57,7598.29,925.68
Algodão,953,331,2026-10-21,Fernanda,Recife,-8.04756,-34.877,17.68,5852.08,16849.04
Algodão,300,276,2026-10-22,Maria,Curitiba,-25.428954,-49.267137,17.68,4879.68,5304.0
Algodão,904,442,2026-10-23,Desconhecido,Porto Alegre,-30.034647,-51.217658,17.68,7814.559999999999,15982.72
Soja,445,290,2026-10-24,Ana,Recife,-8.04756,-34.877,2.33,675.7,1036.85
Algodão,355,98,2026-10-25,Pedro,Manaus,-3.10194,-60.025,17.68,1732.64,6276.4
Arroz,332,332,2026-10-26,Fernanda,Brasília,-15.794229,-47.882166,1.56,517.9200000000001,517.9200000000001
Soja,382,373,2026-10-27,Patrícia,Curitiba,-25.428954,-49.267137,2.33,869.09,890.0600000000001
Arroz,41,278,2026-10-28,Ana,Recife,-8.04756,-34.877,1.56,433.68,63.96
Soja,253,253,2026-10-29,João,Rio de Janeiro,-22.906847,-43.172896,2.33,589.49,589.49
Milho,189,496,2026-10-30,Ana,Rio de Janeiro,-22.906847,-43.172896,1.09,540.64,206.01
Café,527,253,2026-10-31,Ricardo,Salvador,-12.971399,-38.501305,38.57,9758.21,20326.39
Milho,756,463,2026-11-01,João,Belo Horizonte,-19.924502,-43.935237,1.09,504.67,824.0400000000001
Milho,421,421,2026-11-02,Patrícia,Recife,-8.04756,-34.877,1.09,458.89,458.89
Milho,221,264,2026-11-03,Pedro,Salvador,-12.971399,-38.501305,1.09,287.76000000000005,240.89
Trigo,821,364,2026-11-04,Patrícia,Recife,-8.04756,-34.877,1.42,516.88,1165.82
Algodão,689,344,2026-11-05,Maria,Belo Horizonte,-19.924502,-43.935237,17.68,6081.92,12181.52
Arroz,826,477,2026-11-06,João,Brasília,-15.794229,-47.882166,1.56,744.12,1288.56
Arroz,472,262,2026-11-07,Fernanda,Porto Alegre,-30.034647,-51.217658,1.56,408.72,736.32
Arroz,306,292,2026-11-08,Maria,Fortaleza,-3.71722,-38.5434,1.56,455.52,477.36
Milho,401,38,2026-11-09,Patrícia,São Paulo,-23.55052,-46.633308,1.09,41.42,437.09
Milho,932,485,2026-11-10,Maria,São Paulo,-23.55052,-46.633308,1.09,528.6500000000001,1015.88
Trigo,201,92,2026-11-11,Pedro,São Paulo,-23.55052,-46.633308,1.42,130.64,285.42
Algodão,422,180,2026-11-12,João,Fortaleza,-3.71722,-38.5434,17.68,3182.4,7460.96
